variable_id,mz,rt,QC_001,QC_002,QC_003,QC_004,QC_005,QC_006,MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010,MT_011,MT_012,QC_008,MT_013,MT_014,MT_015,MT_016,MT_017,MT_018,MT_019,MT_020,MT_021,QC_009,MT_022,MT_023,MT_024,MT_025,MT_026,MT_027,QC_010,WT_001,MT_028,MT_029,MT_030,MT_031,MT_032,MT_033,MT_034,QC_011,WT_002,MT_035,MT_036,MT_037,MT_038,MT_039,MT_040,MT_041,MT_042,MT_043,MT_044,MT_045,QC_012,MT_046,MT_047,MT_048,MT_049,MT_050,MT_051,MT_052,MT_053,MT_054,MT_055,QC_013,MT_056,MT_057,MT_058,MT_059,MT_060,MT_061,MT_062,MT_063,MT_064,QC_014,MT_065,MT_066,MT_067,MT_068,MT_069,MT_070,MT_071,MT_072,QC_015,MT_073,MT_074,MT_075,MT_076,MT_077,MT_078,MT_079,MT_080,MT_081,MT_082,QC_016,MT_083,MT_084,MT_085,MT_086,MT_087,MT_088,MT_089,MT_090,MT_091,MT_092,MT_093,MT_094,MT_095,QC_017,MT_096,MT_097,MT_098,MT_099,MT_100,MT_101,MT_102,MT_103,MT_104,MT_105,MT_106,QC_018,MT_107,MT_108,MT_109,MT_110,MT_111,MT_112,MT_113,QC_019,MT_114,MT_115,MT_116,MT_117,MT_118,MT_119,MT_120,MT_121,QC_020,MT_122,MT_123,MT_124,MT_125,MT_126,WT_003,MT_127,MT_128,MT_129,MT_130,QC_021,MT_131,MT_132,MT_133,MT_134,MT_135,MT_136,MT_137,MT_139,MT_140,QC_022,MT_141,MT_142,MT_138,MT_143,MT_144,MT_145,MT_146,QC_023,MT_147,MT_148,MT_149,MT_150,MT_151,MT_152,MT_153,QC_024,WT_004,MT_154,MT_155,MT_156,MT_157,MT_158,MT_159,MT_160,MT_161,MT_162,MT_163,QC_025,MT_164,MT_165,MT_166,WT_005,MT_167,MT_168,MT_169,MT_170,MT_171,MT_172,MT_173,MT_174,QC_026,MT_175,MT_176,MT_177,MT_178,WT_006,MT_179,MT_180,MT_181,MT_182,MT_183,MT_184,MT_185,QC_027,MT_186,MT_187,MT_188,MT_189,MT_190,MT_191,QC_028,MT_192,MT_193,MT_194,MT_195,MT_196,MT_197,MT_198,MT_199,QC_029,WT_007,MT_200,MT_201,MT_202,MT_203,MT_204,MT_205,MT_206,QC_030
Met_neg_1014,382.0643921,12.37527053,219,404,294,42,108,NA,137,NA,217,343,144,NA,NA,NA,NA,NA,NA,375,67,NA,NA,NA,NA,NA,NA,49,NA,NA,439,194,NA,299,38,921,46,52,160,NA,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,400,313,35,101,NA,NA,NA,NA,619,NA,NA,NA,197,820,55,314,NA,NA,44,19,68,NA,NA,NA,NA,NA,56,NA,NA,NA,548,139,NA,NA,405,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,157,NA,NA,353,79,NA,NA,NA,122,242,NA,500,NA,42,NA,NA,NA,199,NA,NA,NA,NA,58,120,NA,NA,NA,NA,NA,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,18,NA,NA,NA
Met_neg_1015,473.1075134,14.12488237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Met_neg_1016,649.1438599,11.78912451,213,1391,241,34,76,1345,428,305,720,575,506,474,146,417,648,712,476,1011,985,80,48,48,42,74,94,37,163,353,526,100,440,487,148,589,479,1467,77,493,45,441,91,681,383,346,107,103,94,112,223,639,155,66,62,741,388,54,592,338,918,18,161,254,596,55,NA,NA,815,174,77,13,39,154,68,87,69,57,23,606,1517,NA,37,211,NA,32,NA,170,166,94,16,83,269,NA,23,NA,82,NA,NA,154,616,NA,190,355,74,26,NA,158,286,28,98,NA,25,274,795,NA,NA,NA,52,41,130,71,NA,NA,260,13,827,208,154,185,44,NA,167,390,159,71,NA,NA,NA,45,NA,14,62,1288,39,271,32,55,424,156,108,40,54,320,505,22,NA,160,28,NA,121,36,128,462,74,59,NA,85,25,294,43,229,42,340,25,49,441,611,75,628,716,545,105,48,347,72,484,67,242,223,72,19,508,NA,101,27,47,108,161,216,199,105,79,49,14,617,52,169,68,26,134,213,26,97,NA,NA,105,135,5410,NA,228,476,17,109,108,318,335,339,29,556,515,198,116,184,700,250,11,NA,195,66,39,36,38,428
Met_neg_1018,419.1347961,8.207678973,2785,3315,16565,5472,1847,4699,10921,902,19251,679,710,1995,1885,739,10393,1368,1310,3593,990,16374,2079,690,771,933,341,1254,1760,4185,6576,859,445,2228,671,659,829,3379,1273,703,743,653,1347,11141,3374,888,4180,6744,1743,13497,1334,687,311,2071,1570,606,47,10572,2434,7956,9964,910,7827,1832,298,3886,356,1345,1004,1517,2680,954,665,1074,1287,1299,2191,2362,180,6466,6091,7453,654,635,994,3636,401,413,472,2597,1963,1675,965,4285,631,480,93,290,649,974,32793,4990,3120,6651,5135,1290,5260,512,961,922,79,391,1207,634,1190,1775,1996,9182,1230,1736,2219,4569,313,7487,7176,280,2268,806,6002,961,311,425,5506,394,2687,1496,7832,6176,4418,1129,325,1816,430,26485,144,1226,1984,918,3031,226,9288,396,1660,6427,3284,293,4511,643,2544,510,6454,5175,1638,618,4243,1096,2328,2249,373,1250,6098,8596,5651,933,54,7684,1640,5026,494,535,2755,5096,1594,484,534,672,1649,218,105,1976,127,240,3151,1178,395,9244,1382,734,10456,385,175,1579,4707,5623,310,3269,925,873,7397,1508,1165,475,412,577,284,327,2047,96,3907,145,1079,1061,603,441,431,22771,1174,5529,2176,7336,1030,7094,784,1186,17078,1920,128,583,1851,10489,1797,61,3225,4245
Met_neg_1019,565.3237915,8.369393242,NA,1811,2868,5776,NA,NA,1346,1252,1859,648,437,1190,476,NA,NA,NA,816,3112,NA,1883,1425,5195,4388,1492,4499,1063,1857,2906,2849,1419,4436,91,373,598,6218,5495,321,951,860,1293,658,1495,NA,1478,NA,447,1163,2003,364,NA,521,611,2302,412,5073,246,1017,NA,7086,5525,816,159,319,289,2382,403,721,808,2531,713,1669,340,306,111,884,225,453,88,498,198,945,933,507,417,388,56,376,NA,167,1091,245,26,145,591,1272,201,351,220,1096,22,348,56,174,212,45,431,550,1063,390,939,2257,401,1031,614,94,1647,881,447,261,353,839,480,1260,835,1225,498,1690,28,85,80,452,411,7703,1001,374,387,240,337,154,353,273,4241,128,767,30,36,1603,524,1241,834,1467,61,9357,188,868,155,508,569,137,96,843,819,3663,240,855,712,2224,125,2271,1461,2289,93,650,NA,659,51,756,1378,9278,NA,576,420,663,3040,998,841,34,965,87,372,6122,1134,638,396,586,85,196,545,821,1420,152,1040,299,2881,129,621,11,744,1302,4501,100,35,21,821,1136,3345,NA,686,1135,323,1944,2832,757,NA,1046,3925,350,1303,1078,4193,1825,1025,3650,260,198,379,2899,537,224,206,996,NA
Met_neg_102,825.4631348,13.17988977,24691,26673,14589,21312,18408,11872,2630,1197,6939,2716,5466,11344,2636,5124,6039,12748,NA,6074,19420,NA,3553,3601,5548,3443,NA,5267,318,10782,14871,1477,NA,8389,4326,9589,1355,16541,5036,1669,7478,6370,9185,4081,14284,5069,17762,3135,NA,1209,7082,4171,3084,2781,12951,5690,2101,8225,3602,22424,1786,7111,NA,449,2942,3369,1932,438,NA,NA,21893,7865,4013,678,4557,367,22844,2697,14912,1382,19691,7008,1706,267,609,311,6481,6338,7812,16029,3748,2889,4077,7194,6737,4969,12115,5187,8602,1624,17506,3238,2661,1176,1057,3875,14537,6038,513,2266,10765,3345,2626,1090,22002,6849,590,8178,22545,2992,5369,14446,NA,3282,3739,9844,18398,12655,11131,20381,1868,721,2676,4411,15649,NA,1557,86,3601,5442,7179,5885,11559,22311,4799,1625,98,2320,2014,1506,1334,3095,NA,NA,12011,8895,8970,6881,7830,7410,5099,2376,3844,7206,19561,12671,4932,2471,3646,16921,17524,20525,11002,157,NA,3089,451,NA,12072,12495,15017,739,874,2149,1017,2563,1948,4108,1286,1910,907,3045,14982,1918,1918,1053,3542,3812,2539,2035,1433,5092,1467,12576,5113,19219,2519,286,6310,806,528,3057,4785,NA,460,771,1712,2436,14480,NA,898,4711,4845,1373,4796,NA,NA,2969,1399,3763,NA,1207,1485,2263,25025,2223,10507,1867,4242,11034,9560,1854,218,22321
Met_neg_1020,526.1469727,11.23623068,179,NA,19,39,166,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,119,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,NA,NA,NA,NA,NA
Met_neg_1023,607.1669922,6.582706934,20579,21448,10066,15446,26416,18038,8629,3921,8480,1967,18339,4011,86,943,5464,13258,18605,2789,20357,1518,16678,10319,4358,10973,7484,42847,1390,NA,21648,919,5122,2794,5918,128883,265,11382,193,2852,382,261,917,229,1805,1461,4883,80,1395,208,3516,1846,59,1525,218,56,6083,4071,2321,6955,6604,50703,1394,280,856,10366,6213,156,1772,272,5129,4506,64,453,15464,12838,389,8349,7039,13772,8867,23660,185,4936,197,3122,1012,7655,339,4742,2002,443,173,1015,784,2653,5573,522,400,439,11038,NA,9158,16832,3518,359,221,127,1381,2539,445,581,3453,116,8489,720,2900,9073,471,3173,427,418,361,1284,404,658,9945,748,427,63,3337,6162,237,136,11529,2997,4646,1942,1877,1385,1140,7587,469,13672,258,530,1686,4430,654,282,2273,2341,129,2434,17035,23673,7746,NA,71,1882,169,422,1861,961,20971,1692,300,868,1986,125,1594,523,1560,2542,1721,3824,5060,56,561,2455,12131,442,4368,511,2335,1463,1334,NA,758,556,8145,1583,12706,445,15474,1043,5828,472,370,167,506,308,591,495,890,26043,498,804,218,611,2088,1596,2663,2179,5046,1588,2231,460,13544,3337,429,10521,4963,391,2449,12386,9249,104,750,3222,842,599,4908,1885,13231,444,837,1576,3147,9598,538,175,1928,17982
Met_neg_1025,648.18396,9.635093536,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,NA,NA,NA,NA,NA,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Met_neg_1026,323.0808411,5.30789567,8669,7262,9039,7080,5037,4754,1642,2823,3509,1760,2477,2357,3767,2644,636,3345,3118,42,2507,2476,2995,3275,4759,2563,1305,454,2275,182,8108,2447,4782,2221,1739,5128,4827,NA,1127,1710,2992,5143,2085,3051,1033,2510,4646,2065,1903,3585,1357,4006,1324,41,3436,1179,2814,38,2415,4905,4064,5237,2291,1733,2223,818,1766,2126,3414,1292,3504,3006,2209,1775,3016,1467,1259,2341,115,3903,4417,1441,2387,1233,2765,1407,2028,1279,2219,4953,1379,1336,2978,2256,177,2532,1412,304,1119,1065,4621,1452,625,1787,1664,1991,1049,846,1710,471,1519,2192,946,1151,5160,1633,1904,1338,1906,2481,1591,1140,997,2531,4295,1602,6169,2097,32,1379,2349,1581,751,1305,6416,2057,1608,2381,1399,90,1974,1094,969,6632,371,1314,1700,1545,1645,1544,2678,320,1338,1653,4610,1920,2598,1377,1751,2029,2618,1439,1634,1767,6496,2039,80,2045,3338,1583,1422,1101,4933,1724,1121,3078,2148,1736,779,3232,4544,1691,2030,2361,1483,1641,2038,1969,2682,2610,2576,516,4989,1728,1928,1565,549,576,1469,746,1733,1595,732,2300,2126,5492,1627,1178,1791,453,216,2329,1715,1822,509,251,1845,2581,6622,3316,2481,3893,23,2502,1078,5071,746,2283,3850,3524,3728,1425,2595,1571,4017,492,2030,2215,1745,2089,1760,2016,1378,4640
Met_neg_1027,707.3129272,9.60001801,2292831,2129533,2119475,2073110,2106424,2142487,596235,548009,569481,516077,479234,816917,993946,621024,380475,1007944,689054,678326,1991506,656884,691196,883424,983113,710564,730296,607292,331072,618461,2051080,444678,654615,687970,540579,817663,595011,1472862,243552,402193,501811,592852,466971,712618,959842,519280,2090947,314104,206080,226706,703862,291595,661971,850164,465387,414751,421605,640591,321889,1169676,1532353,430508,472045,101757,170821,245291,150052,220958,140222,304652,2113868,398427,530296,246484,141545,369711,587666,758081,448343,281380,1618216,332242,393335,243864,229017,238559,449069,583764,611195,1825507,373100,485058,394270,705396,692607,241589,304980,351072,399947,675827,1965986,482331,276409,271247,138991,330033,845260,303250,157699,84432,701496,207799,251857,178417,1811551,357178,293647,596292,752166,186916,485594,687121,541872,669870,380096,450415,1391490,534912,418590,798530,391088,285209,131036,221239,2008980,326603,153829,229696,452353,471041,397796,472439,616537,1952552,328867,132650,75973,372060,380314,279455,324116,373783,360776,347254,1851774,996018,811693,587685,556278,767449,388463,406304,692500,451299,1749954,441103,340873,575734,323690,547954,842590,886654,1638450,283443,NA,199970,394258,274603,906159,1465732,1794119,236482,290750,287192,155373,226277,309385,NA,225867,268260,155853,357342,1636402,267761,301647,254057,268487,375484,152009,226572,370213,626921,183921,314505,162390,1692353,449404,258514,469983,375182,201476,470340,302317,446500,268101,424021,519817,667885,1731132,245549,308150,171854,295102,237584,380716,1926578,452000,320687,358006,428192,489978,336651,524070,264935,1963068,253406,548572,308997,388821,700696,896282,457276,291385,2006024
Met_neg_1028,203.0827332,4.17726154,14331,13072,12065,11452,13902,12939,3922,3698,3353,5917,4643,4333,2671,3102,4612,4841,4261,5972,11273,5794,3833,3162,5365,4835,4330,4601,4780,4132,10672,3557,4202,5049,5877,3150,3665,10618,2331,5598,1705,2177,3935,3258,3239,4493,12953,2384,3101,6917,4546,2677,1936,2594,4708,5264,5297,5605,3871,9878,5202,6393,1394,3817,2169,2203,1714,1231,2209,1421,8168,4659,4154,2171,4305,2276,3295,5412,2766,4506,7365,3247,4346,3197,3885,2741,1637,1352,1509,8528,1979,912,1710,1115,656,4417,2228,2165,1778,2497,6519,1416,1792,3112,1519,2591,1035,3749,3545,2632,1745,4939,3087,2195,6057,2976,3095,3649,2886,1941,2811,2090,2036,2652,3549,1423,7030,1498,4636,1645,2405,4901,2986,1534,7188,2740,3949,2994,1480,2262,2257,2270,1462,11628,3028,5111,4811,2102,2991,2726,1623,2749,2747,2678,8091,1928,2156,1667,1564,919,4003,1875,599,2021,7224,2264,1900,824,2863,2638,3971,751,8089,3089,3455,2025,2770,1593,2684,2143,8810,3126,3887,3362,1648,4236,4406,3489,4134,1241,3009,2464,8337,2106,4379,2750,2436,3434,2045,3498,2189,1826,1529,1516,2399,7144,2650,817,2425,1486,1108,3513,2287,2009,1581,3198,3139,2923,8913,3262,4275,2336,2246,1110,1115,12586,5260,2560,4210,4902,2029,3481,1486,2053,16194,3112,2549,3985,1765,3278,1226,1032,4930,11200
Met_neg_103,609.2683105,12.74464334,12076,11708,18871,20681,20756,14193,8409,575,5391,NA,6171,5992,16712,6075,607,2284,6732,2789,3537,8429,2044,11184,14228,1315,5468,4253,381,NA,17996,8642,9940,1077,9148,7787,NA,16464,490,4751,1086,12455,4241,812,2402,1362,20133,4948,601,4612,1686,NA,4688,41,1649,1991,12084,19021,8875,5500,2784,26934,2179,10241,NA,1168,5704,409,4615,1714,5674,1219,3103,583,3292,2013,398,7212,7032,7652,15493,7872,4993,8086,3299,2395,1326,1852,4376,11728,485,795,1124,724,9658,6414,1598,5520,1800,1650,7181,919,3088,11548,1693,5496,2374,3876,NA,NA,10345,1359,2146,906,12867,2036,1146,1325,2401,5307,4394,14796,6963,5445,4513,1208,6168,2553,2422,1010,1930,3687,3482,1212,17578,9086,885,6044,1204,3227,2233,3366,3537,19036,663,6161,15869,1490,2616,2431,14328,9075,15766,7347,12049,1839,3374,10258,844,NA,11411,3345,2557,3285,6926,822,305,3188,8268,3052,1302,321,19050,7976,6862,2679,2042,2264,4387,4237,13996,891,3131,660,2105,2984,1914,12128,2737,1236,3038,5290,5431,1147,1790,1237,1038,4817,2818,2042,2719,697,3159,718,1415,5325,1821,1776,1815,NA,807,8551,1382,455,590,6456,5378,1320,5578,4547,2739,5957,3490,NA,780,18824,9357,1328,865,3298,2660,3444,1768,918,17224,560,1009,959,369,2922,2832,1019,NA,5601
Met_neg_1031,807.4360962,18.16429352,718529,880175,950391,13690,835811,855920,61013,142163,238707,250201,60408,483130,169068,443114,1827,13812,103014,2251,779319,225,289561,111148,1284,249772,223089,134852,222589,45385,755697,207888,4137,100464,77602,220848,187650,706123,205352,203067,191656,359860,672511,3099,110149,75660,709390,79916,175566,45563,132435,140900,165483,97821,143855,86484,29851,1506,33185,524096,151,2020,393801,190345,270087,139459,367116,432904,378123,414459,671954,283658,266767,171568,103460,221664,293020,259632,248201,54194,437568,126109,216424,185025,85860,54696,5702,78030,169334,524279,204519,286454,310105,201656,206295,21604,2697,150005,286848,207410,528360,174769,79532,52410,75618,141194,140324,NA,34399,31673,78313,9059,19464,72003,533349,234102,3783,69082,129208,19802,3175,22575,129441,3121,329,118756,492416,39230,48322,67549,60097,828,22983,5019,477613,44682,1609,29867,139387,6772,82263,51333,50800,500706,14487,52605,13727,114088,1685,81794,57262,2654,242770,45413,445882,48425,88674,78854,141286,172307,78577,839,4698,97440,448644,139813,109158,151306,4314,78119,1041,140337,359130,129721,3227,46708,2927,94600,90766,1598,427143,1993,56037,150561,90127,2391,66,145645,137418,121161,77762,160443,379559,183106,9142,98203,135738,163795,2362,5661,107768,110251,62173,133543,149662,413988,62810,68183,109155,128498,3464,62732,145662,110961,123803,98876,163289,106031,404796,60733,2101,120098,1355,59737,80802,477676,31840,90520,1836,49445,133550,19064,83930,39824,402320,1499,56687,1098,1289,145978,1837,89631,68180,370916
Met_neg_1032,581.1878052,6.611603671,74293,16057,17571,73043,14616,59997,17426,6035,5466,4829,7133,8588,6516,17,5865,9724,7137,17769,2287,7977,6237,5984,5526,8245,4874,6251,7993,5596,68363,4947,23600,8316,18800,6959,27404,14213,3642,5937,8925,3913,7770,3647,6921,5715,49392,6750,4152,5938,20569,18536,2751,5697,50,4504,5296,4473,13620,44176,7056,8617,597,4991,13253,10607,3482,2071,16819,4540,12907,15847,5615,2877,13237,4301,3526,18614,6200,14439,54958,9393,9763,5764,4068,3802,626,8577,455,12742,880,532,3668,2160,9742,4942,727,2470,1182,3164,41739,2247,3011,4643,2822,3242,2086,3229,3826,2129,322,2905,5594,9062,36320,2476,5357,4573,1570,2322,5780,4302,2863,3768,4267,4688,46853,359,826,2122,3962,4925,3809,6340,13623,5031,4672,2366,5798,4746,4152,3447,4274,8958,3999,3702,3854,16943,3391,3664,4081,5932,2350,5494,16186,13823,3909,3454,2887,3861,954,4542,3142,2842,44070,3163,3196,2851,5543,4246,3994,3033,57571,3672,6907,4733,478,5685,3036,4764,1849,3528,2317,4474,2129,6336,4580,4979,3472,5113,4051,5830,9869,232,139,12608,2590,2613,3840,4744,3141,4850,3576,13636,3648,12909,6842,15000,8058,609,3004,4304,16775,3594,1937,3081,575,8578,13952,5812,2735,12956,4702,4984,6032,56288,4271,4269,3187,3981,4952,6150,2430,4953,14284,3759,3355,2927,3405,4004,58,565,3162,71173
Met_neg_1034,543.2446899,9.405761668,746,3648,2683,10503,5512,3584,2849,2528,3500,NA,3234,1182,3518,1174,2315,5632,5762,848,3956,164,3241,3601,1728,1661,272,2703,639,1521,9481,2118,3104,4708,2590,579,212,2442,537,262,140,6973,2710,1531,3247,2973,1481,343,421,647,1706,1667,266,324,3122,390,118,624,4415,2160,1228,9899,795,348,36,763,104,461,258,75,7331,677,88,384,48,222,889,596,2070,253,856,1370,757,5763,1705,190,219,964,1768,NA,1305,1479,20,909,89,177,1587,79,1194,1215,2583,236,683,40,126,146,381,230,1206,650,1236,281,566,585,1673,243,1479,63,809,38,738,3974,169,396,1478,964,10524,395,388,424,294,40,43,110,2294,2334,1172,1131,3413,490,865,439,186,3788,355,183,443,1800,627,730,993,83,NA,208,3713,NA,399,231,529,166,2676,316,200,104,2202,1606,24,156,2270,1033,344,162,11324,2296,9087,1232,697,451,1078,495,1434,379,271,546,NA,2680,254,9980,NA,1987,1804,1542,7079,73,1927,145,1500,96,444,309,582,91,2200,69,703,NA,2293,297,NA,1114,498,2296,NA,4437,27,334,681,674,11950,1195,514,2144,3358,85,211,2060,2137,1272,687,441,604,1221,339,384,2609,150,NA,508,219,1392,1401,275,494,4497
Met_neg_1037,526.1469727,11.29176006,179,NA,19,39,166,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,119,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,NA,NA,NA,NA,NA
Met_neg_1038,823.321167,13.93784692,455,3122,96,312,3252,4390,546,1387,785,NA,NA,310,587,443,461,1448,757,564,527,652,2017,123,1733,740,278,226,NA,1048,286,485,504,229,159,2751,454,3591,745,144,287,445,2112,161,1300,908,288,422,1328,NA,NA,143,373,687,1081,330,701,1471,52,3835,NA,1751,NA,NA,388,89,NA,321,373,NA,1329,NA,NA,NA,NA,NA,1275,NA,NA,441,1503,38,260,992,NA,NA,509,NA,199,3638,NA,NA,NA,1303,NA,NA,NA,136,NA,788,436,NA,751,NA,NA,NA,787,NA,NA,NA,1365,NA,NA,NA,220,76,NA,229,NA,NA,NA,NA,NA,561,NA,82,55,NA,561,NA,NA,NA,NA,NA,2232,36,NA,45,NA,NA,NA,NA,NA,1215,NA,NA,NA,91,NA,NA,434,1190,365,NA,357,NA,NA,361,204,56,NA,NA,478,NA,2750,35,NA,334,5695,NA,1470,820,971,121,1568,2412,588,2087,470,NA,1310,327,NA,367,NA,1359,NA,595,539,148,NA,24,2358,92,110,669,919,616,595,NA,NA,NA,NA,276,123,2030,300,762,656,1402,1292,192,NA,NA,522,1392,489,NA,3945,NA,68,2171,459,NA,NA,350,2006,NA,NA,156,729,502,866,1528,3633,1380,108,NA,NA,NA,221,596,NA,431
